id_evaluacion,id_dictado,puntaje_dictado,puntaje_contenido,valoracion_general
1357,344,5,4,4
1358,344,3,4,4
1359,345,5,3,4
1360,345,3,4,4
1361,345,4,3,4
1362,345,5,4,4
1363,345,4,5,3
1364,345,4,4,3
1365,345,4,5,4
1366,345,4,5,4
1367,346,2,3,4
1368,346,3,3,2
1369,346,3,3,4
1370,346,4,4,4
1371,346,4,4,4
1372,346,4,3,4
1373,346,2,3,4
1374,346,3,4,2
1375,346,4,3,2
1376,346,3,3,3
1377,346,3,4,4
1378,346,3,3,2
1379,346,3,4,3
1380,347,2,4,4
1381,347,2,4,3
1382,347,3,3,3
1383,347,3,3,4
1384,347,4,3,3
1385,347,2,4,4
1386,348,5,4,4
1387,348,4,5,4
1388,348,4,4,3
1389,348,3,4,3
1390,348,4,4,3
1391,348,4,4,4
1392,348,3,5,3
1393,348,3,3,4
1394,348,4,4,3
1395,348,3,4,4
1396,348,4,3,4
1397,348,5,4,4
1398,348,4,5,3
1399,348,3,4,4
1400,354,5,4,5
1401,354,4,4,3
1402,354,3,4,4
1403,354,4,4,5
1404,354,4,4,4
1405,354,3,2,4
1406,354,4,5,4
1407,354,4,5,4
1408,354,4,4,4
1409,354,5,5,3
1410,354,3,4,5
1411,354,4,4,4
1412,359,3,5,4
1413,359,5,4,4
1414,359,5,4,4
1415,359,4,4,4
1416,360,3,4,3
1417,360,4,2,4
1418,360,3,4,3
1419,360,3,3,3
1420,360,3,4,3
1421,360,3,4,3
1422,360,3,5,3
1423,360,3,4,3
1424,360,3,3,4
1425,360,3,4,2
1426,369,5,5,5
1427,369,5,5,5
1428,369,5,5,5
1429,369,5,5,5
1430,369,5,5,5
1431,370,2,4,4
1432,370,3,4,3
1433,370,3,4,3
1434,370,4,4,3
1435,370,2,3,3
1436,370,3,3,3
1437,370,3,3,3
1438,370,2,4,3
1439,371,5,3,4
1440,371,4,4,4
1441,371,4,5,4
1442,371,3,4,4
1443,371,4,4,4
1444,371,5,4,5
1445,376,5,5,5
1446,376,5,5,4
1447,376,3,4,5
1448,376,4,5,5
1449,376,5,5,5
1450,376,5,5,5
1451,376,5,4,4
1452,376,5,4,5
1453,376,5,5,5
1454,376,4,5,5
1455,376,5,5,5
1456,377,3,3,4
1457,377,2,3,3
1458,377,3,3,3
1459,377,2,2,3
1460,377,2,3,2
1461,377,4,2,3
1462,377,3,3,3
1463,377,3,3,3
1464,377,1,3,2
1465,377,1,3,4
1466,377,3,3,3
1467,378,3,3,4
1468,378,3,4,3
1469,378,4,4,3
1470,378,2,3,3
1471,378,2,4,4
1472,378,4,3,3
1473,378,4,4,5
1474,378,4,3,3
1475,378,3,4,3
1476,378,4,5,4
1477,378,4,2,3
1478,378,4,3,3
1479,381,4,3,5
1480,381,3,4,4
1481,381,4,3,3
1482,381,4,4,4
1483,381,4,4,4
1484,381,3,3,3
1485,383,3,4,3
1486,383,3,3,4
1487,383,3,4,3
1488,383,2,3,4
1489,383,2,3,3
1490,383,3,4,4
1491,383,5,3,3
1492,383,3,3,3
1493,383,2,3,4
1494,383,4,3,4
1495,383,3,3,4
1496,383,2,4,4
1497,384,1,2,3
1498,384,3,3,2
1499,384,3,3,2
1500,384,3,3,2
1501,384,2,3,2
1502,384,2,3,3
1503,384,1,2,2
1504,384,2,3,3
1505,384,2,3,2
1506,385,4,4,4
1507,385,4,4,4
1508,385,4,5,4
1509,385,3,4,4
1510,385,3,4,4
1511,385,4,5,4
1512,385,3,3,4
1513,390,3,4,4
1514,390,5,3,3
1515,390,3,3,3
1516,390,3,4,3
1517,390,3,2,3
1518,390,4,4,3
1519,390,4,4,4
1520,390,3,3,3
1521,391,4,4,3
1522,391,3,4,2
1523,391,3,3,3
1524,391,4,4,3
1525,391,4,4,3
1526,391,4,4,3
1527,391,3,4,4
1528,391,3,4,3
1529,391,3,4,3
1530,391,3,3,3
1531,391,3,3,4
1532,391,2,3,4
1533,393,3,3,4
1534,393,4,3,3
1535,393,2,4,4
1536,393,4,4,4
1537,396,3,3,3
1538,396,2,2,2
1539,396,1,2,3
1540,396,1,2,2
1541,396,3,3,2
1542,400,3,5,4
1543,400,4,5,3
1544,400,4,5,4
1545,400,4,4,4
1546,400,5,5,4
1547,400,4,5,4
1548,400,4,4,4
1549,402,4,3,5
1550,402,3,3,3
1551,402,2,5,3
1552,402,4,3,4
1553,402,4,4,2
1554,402,4,4,4
1555,402,4,3,5
1556,402,4,3,4
1557,402,3,4,3
1558,404,4,4,5
1559,404,3,5,4
1560,404,5,5,4
1561,404,4,4,4
1562,404,4,4,3
1563,404,3,5,4
1564,404,4,3,4
1565,404,4,3,4
1566,404,4,4,4
1567,404,4,4,5
1568,404,4,5,5
1569,404,5,5,3
1570,407,5,4,5
1571,407,5,5,4
1572,407,4,5,4
1573,407,4,3,4
1574,407,3,3,5
1575,407,3,4,4
1576,408,5,4,5
1577,408,4,4,5
1578,408,4,5,3
1579,410,4,4,4
1580,410,4,3,4
1581,410,2,3,3
1582,410,3,4,4
1583,410,4,3,3
1584,411,3,4,3
1585,411,3,4,3
1586,411,2,4,3
1587,411,4,4,3
1588,416,5,4,5
1589,416,5,5,5
1590,416,5,5,4
1591,416,5,5,5
1592,416,5,5,5
1593,416,4,5,5
1594,417,4,5,3
1595,417,2,3,3
1596,417,2,3,3
1597,417,3,3,2
1598,417,2,3,2
1599,417,4,3,3
1600,417,2,3,3
1601,417,3,4,2
1602,417,3,3,4
1603,417,2,4,4
1604,417,4,4,3
1605,417,2,3,3
1606,417,4,2,3
1607,417,3,3,3
1608,420,2,2,1
1609,420,2,3,2
1610,420,1,2,2
1611,420,2,1,1
1612,420,1,2,1
1613,420,1,1,2
1614,420,2,1,1
1615,420,2,3,2
1616,420,2,2,1
1617,420,2,2,2
1618,421,3,2,3
1619,421,3,3,3
1620,421,2,3,2
1621,421,2,2,3
1622,421,2,2,3
1623,421,2,2,3
1624,421,3,3,2
1625,421,3,3,3
1626,421,3,2,2
1627,421,3,3,3
1628,421,2,3,3
1629,421,2,2,3
1630,421,3,4,4
1631,421,2,3,3
1632,421,3,2,3
1633,422,2,3,3
1634,422,3,2,3
1635,422,3,3,3
1636,422,4,4,3
1637,422,3,4,3
1638,422,2,4,3
1639,422,2,3,3
1640,422,2,3,3
1641,422,2,3,4
1642,422,3,3,3
1643,422,3,3,3
1644,422,3,3,2
1645,423,2,3,3
1646,423,3,2,3
1647,423,3,2,2
1648,423,2,2,2
1649,425,4,4,3
1650,425,4,4,4
1651,425,5,4,4
1652,425,5,4,3
1653,425,4,4,5
1654,425,4,4,4
1655,425,5,4,5
1656,425,4,4,4
1657,425,4,5,5
1658,425,5,5,4
1659,425,4,4,5
1660,425,5,5,3
1661,425,3,4,4
1662,430,5,4,2
1663,430,3,4,5
1664,430,3,3,4
1665,430,4,4,4
1666,441,3,4,4
1667,441,5,3,3
1668,441,3,5,4
1669,442,5,5,5
1670,442,5,5,5
1671,442,5,5,5
1672,442,5,5,5
1673,442,5,5,5
1674,442,3,5,4
1675,442,5,5,5
1676,442,5,5,5
1677,442,5,5,5
1678,443,4,4,3
1679,443,3,4,3
1680,443,3,3,3
1681,443,3,4,4
1682,443,5,4,3
1683,443,2,3,3
1684,443,5,3,3
1685,443,3,4,3
1686,443,4,4,5
1687,443,4,4,3
1688,443,4,3,4
1689,443,3,3,3
1690,443,4,4,4
1691,444,4,5,4
1692,444,5,5,4
1693,444,4,5,5
1694,444,4,4,4
1695,444,5,5,5
1696,444,3,3,3
1697,444,4,5,3
1698,444,4,5,4
1699,444,5,5,4
1700,444,4,4,4
1701,444,5,5,5
1702,444,4,5,5
1703,444,4,5,5
1704,445,3,4,3
1705,445,3,3,3
1706,445,2,3,3
1707,445,2,2,3
1708,445,3,3,3
1709,445,2,3,1
1710,445,3,3,2
1711,445,3,3,2
1712,445,3,3,3
1713,445,2,3,3
1714,447,1,2,1
1715,447,3,2,2
1716,447,3,2,1
1717,451,4,4,3
1718,451,3,3,3
1719,451,3,4,4
1720,451,3,4,4
1721,451,2,4,3
1722,452,2,2,1
1723,452,2,2,2
1724,452,1,2,1
1725,452,2,1,1
1726,452,1,2,1
1727,452,3,2,2
1728,452,2,1,2
1729,452,1,2,2
1730,452,2,2,1
1731,453,5,5,5
1732,453,5,5,5
1733,453,5,5,4
1734,453,5,5,4
1735,453,4,5,5
1736,457,5,5,4
1737,457,5,5,5
1738,457,5,5,5
1739,459,2,2,2
1740,459,3,3,4
1741,459,3,3,2
1742,459,4,4,3
1743,459,2,4,3
1744,459,3,2,4
1745,459,4,3,2
1746,459,3,3,2
1747,459,3,2,2
1748,461,4,4,3
1749,461,5,5,3
1750,461,4,4,4
1751,461,4,3,4
1752,461,3,4,4
1753,461,3,3,4
1754,461,2,4,3
1755,461,3,4,4
1756,461,4,4,4
1757,461,4,5,3
1758,461,4,3,3
1759,461,3,3,4
1760,461,3,4,5
1761,461,3,4,3
1762,468,2,4,3
1763,468,3,5,3
1764,468,3,2,4
1765,468,3,4,4
1766,468,3,5,3
1767,468,3,4,4
1768,468,3,2,3
1769,468,3,4,4
1770,468,4,3,3
1771,468,3,4,4
1772,472,2,2,2
1773,472,2,1,3
1774,472,3,2,2
1775,472,2,3,3
1776,472,3,2,2
1777,472,2,3,2
1778,472,2,3,1
1779,472,2,2,3
1780,472,2,2,2
1781,478,3,2,2
1782,478,2,3,3
1783,478,3,3,3
1784,489,5,5,4
1785,489,4,4,4
1786,489,5,4,4
1787,489,4,4,4
1788,489,5,4,4
1789,489,4,4,4
1790,489,5,4,4
1791,489,4,4,4
1792,490,3,4,4
1793,490,5,4,4
1794,490,2,2,3
1795,490,4,5,4
1796,490,3,4,5
1797,490,4,3,4
1798,490,3,5,5
1799,490,4,4,4
1800,490,5,3,4
1801,490,3,4,3
1802,490,4,5,3
1803,490,3,3,4
1804,490,3,4,4
1805,490,5,5,4
1806,490,4,4,4
1807,492,3,4,3
1808,492,3,4,3
1809,492,2,3,3
1810,492,3,4,2
1811,493,1,3,3
1812,493,3,3,4
1813,493,3,4,2
1814,493,5,3,4
1815,493,1,3,4
1816,493,3,4,3
1817,493,2,4,3
1818,493,4,3,4
1819,493,3,3,3
1820,493,2,4,3
1821,493,4,4,3
1822,493,4,4,3
1823,493,2,3,3
1824,493,4,5,4
1825,493,3,4,3
1826,496,5,4,5
1827,496,4,4,5
1828,496,5,5,5
1829,496,4,5,5
1830,496,5,3,4
1831,496,5,5,5
1832,496,4,4,5
1833,496,4,5,5
1834,496,3,5,5
1835,496,5,5,5
1836,496,5,5,5
1837,496,5,5,5
1838,496,5,5,5
1839,497,2,2,3
1840,497,3,3,3
1841,497,3,3,3
1842,497,2,3,2
1843,497,3,2,3
1844,497,3,3,3
1845,497,2,4,2
1846,497,3,3,3
1847,497,2,2,4
1848,497,4,3,1
1849,497,2,1,3
1850,497,4,4,3
1851,498,3,3,4
1852,498,3,3,3
1853,498,3,4,4
1854,498,3,4,3
1855,498,3,3,4
1856,498,3,5,4
1857,498,5,3,3
1858,498,3,3,3
1859,498,4,4,3
1860,498,3,3,3
1861,498,4,4,4
1862,498,3,4,4
1863,498,4,4,3
1864,498,4,4,3
1865,498,4,5,4
1866,499,4,4,3
1867,499,4,3,4
1868,499,3,4,3
1869,499,4,3,4
1870,499,3,4,4
1871,499,3,4,4
1872,500,4,4,3
1873,500,3,4,3
1874,500,4,3,5
1875,500,3,4,3
1876,500,4,4,2
1877,500,3,2,3
1878,500,3,3,4
1879,501,3,4,4
1880,501,3,3,4
1881,501,4,4,3
1882,501,4,5,3
1883,501,4,3,4
1884,501,4,4,3
1885,501,4,3,3
1886,501,3,3,4
1887,501,3,4,4
1888,501,5,4,3
1889,501,4,4,3
1890,501,1,3,3
1891,502,3,2,2
1892,502,2,3,2
1893,502,2,2,2
1894,502,2,3,3
1895,502,2,2,2
1896,502,3,2,3
1897,502,2,2,2
1898,502,3,2,2
1899,502,2,1,2
1900,502,1,2,2
1901,504,4,4,4
1902,504,5,4,4
1903,504,5,3,3
1904,504,4,4,4
1905,504,4,4,5
1906,504,4,4,4
1907,504,4,4,4
1908,504,5,4,5
1909,504,5,5,4
1910,504,3,4,3
1911,504,2,4,4
1912,504,5,3,4
1913,505,2,2,2
1914,505,3,3,2
1915,505,3,2,2
1916,505,2,3,2
1917,505,2,3,2
1918,505,2,3,2
1919,505,3,4,3
1920,505,2,3,2
1921,505,2,3,3
1922,505,2,3,2
1923,505,2,2,3
1924,505,2,2,3
1925,505,3,3,3
1926,505,2,3,3
1927,506,4,4,4
1928,506,5,4,4
1929,506,4,5,3
1930,506,4,4,4
1931,506,4,4,4
1932,506,4,4,4
1933,506,4,5,4
1934,506,3,5,4
1935,506,5,4,3
1936,506,2,5,5
1937,506,4,4,4
1938,506,2,5,4
1939,506,5,5,5
1940,506,4,5,4
1941,506,4,4,4
1942,512,2,3,3
1943,512,2,4,3
1944,512,2,3,3
1945,512,3,2,2
1946,512,2,3,2
1947,512,3,3,3
1948,512,2,2,3
1949,512,2,3,2
1950,512,4,2,3
1951,512,4,2,2
1952,512,2,3,4
1953,512,2,3,2
1954,515,3,3,3
1955,515,3,4,2
1956,515,3,3,3
1957,515,3,4,2
1958,515,3,3,3
1959,515,3,4,3
1960,516,5,5,5
1961,516,5,5,4
1962,516,4,5,5
1963,517,3,2,3
1964,517,4,3,3
1965,517,3,3,2
1966,517,4,3,3
1967,517,3,3,3
1968,517,1,2,3
1969,517,4,3,3
1970,517,4,3,3
1971,517,3,3,3
1972,517,3,3,2
1973,517,3,3,2
1974,521,3,3,5
1975,521,4,4,5
1976,521,5,4,4
1977,521,3,4,4
1978,521,3,4,4
1979,521,4,4,4
1980,521,3,3,3
1981,521,4,5,5
1982,521,4,4,4
1983,521,5,4,4
1984,521,4,4,4
1985,524,5,5,5
1986,524,5,5,5
1987,524,5,5,5
1988,524,5,5,5
1989,524,5,5,5
1990,524,5,5,5
1991,527,5,5,4
1992,527,3,3,2
1993,527,4,4,4
1994,527,3,4,4
1995,527,4,5,4
1996,530,5,3,3
1997,530,3,4,4
1998,530,3,4,4
1999,530,4,4,3
2000,530,2,3,3
2001,530,3,3,3
2002,530,5,5,4
2003,530,4,3,3
2004,530,3,4,4
2005,530,3,3,4
2006,530,4,3,4
2007,530,5,4,3
2008,530,3,4,4
2009,531,3,5,4
2010,531,3,4,4
2011,531,3,4,4
2012,531,3,5,3
2013,531,3,4,3
2014,531,5,4,3
2015,532,3,3,2
2016,532,2,5,3
2017,532,2,2,4
2018,532,3,2,3
2019,532,2,3,3
2020,532,3,3,3
2021,532,3,3,3
2022,532,5,2,3
2023,532,2,2,4
2024,532,3,4,3
2025,532,3,3,2
2026,532,2,3,3
2027,534,2,2,2
2028,534,1,2,2
2029,534,2,3,3
2030,534,2,2,2
2031,534,2,2,2
2032,534,2,2,3
2033,534,2,3,3
2034,534,2,2,3
2035,534,2,2,2
2036,534,3,4,2
2037,534,2,3,2
2038,534,1,2,1
2039,534,2,1,2
2040,534,3,3,2
2041,534,2,2,3
2042,535,3,1,2
2043,535,3,2,3
2044,535,3,2,3
2045,535,2,3,3
2046,535,3,3,2
2047,535,3,2,4
2048,535,2,2,2
2049,535,3,3,2
2050,535,3,3,2
2051,535,2,3,2
2052,538,5,4,4
2053,538,5,5,4
2054,538,3,4,5
2055,538,4,4,4
2056,538,4,4,3
2057,538,4,4,4
2058,538,5,3,4
2059,538,5,4,3
2060,538,5,5,4
2061,538,4,4,5
2062,538,4,4,4
2063,538,4,4,5
2064,538,4,4,5
2065,538,5,4,4
2066,538,5,3,4
2067,539,4,3,3
2068,539,3,3,3
2069,539,4,3,3
2070,539,3,4,3
2071,539,2,3,4
2072,539,3,4,3
2073,539,3,2,2
2074,539,2,3,3
2075,539,3,3,2
2076,539,4,3,4
2077,539,3,4,3
2078,539,2,4,3
2079,539,3,3,2
2080,539,3,4,3
2081,540,4,4,4
2082,540,4,4,3
2083,540,4,3,4
2084,540,3,4,4
2085,540,5,5,4
2086,540,3,4,4
2087,540,3,5,4
2088,540,3,4,3
2089,540,3,4,4
2090,540,4,4,3
2091,540,3,3,5
2092,540,3,3,4
2093,540,4,5,4
2094,540,5,4,3
2095,541,3,5,4
2096,541,5,5,5
2097,541,4,5,4
2098,541,3,4,5
2099,541,4,5,5
2100,541,4,5,5
2101,541,3,5,5
2102,541,4,4,4
2103,541,4,5,5
2104,541,4,5,4
2105,541,5,5,4
2106,541,5,5,5
2107,541,5,4,4
2108,541,5,5,4
2109,543,4,3,2
2110,543,2,3,3
2111,543,2,3,3
2112,547,4,4,3
2113,547,4,2,3
2114,547,4,3,3
2115,547,4,3,3
2116,547,3,3,3
2117,547,5,4,4
2118,547,3,4,4
2119,547,3,3,3
2120,547,3,3,3
2121,547,4,3,3
2122,547,3,3,3
2123,548,5,5,5
2124,548,4,5,5
2125,548,5,4,4
2126,549,5,4,5
2127,549,5,5,5
2128,549,4,4,5
2129,549,5,5,4
2130,549,4,4,5
2131,549,3,4,5
2132,549,4,5,4
2133,549,5,5,5
2134,549,4,5,4
2135,549,4,5,4
2136,549,5,5,5
2137,549,4,4,5
2138,554,4,4,4
2139,554,2,5,4
2140,554,5,2,4
2141,554,3,4,4
2142,554,4,3,4
2143,554,4,4,4
2144,555,3,3,4
2145,555,5,4,4
2146,555,4,4,3
2147,555,4,5,4
2148,555,5,5,3
2149,557,4,3,3
2150,557,3,4,4
2151,557,3,3,4
2152,557,3,3,4
2153,557,4,3,3
2154,557,3,4,4
2155,557,4,4,4
2156,557,4,5,3
2157,557,4,4,4
2158,557,3,3,2
2159,557,4,4,3
2160,557,4,4,4
2161,563,4,5,4
2162,563,3,4,5
2163,563,4,4,5
2164,563,5,5,4
2165,563,5,5,5
2166,564,5,4,5
2167,564,4,5,5
2168,564,5,5,4
2169,564,5,5,5
2170,564,4,5,4
2171,564,4,3,5
2172,564,5,4,4
2173,564,4,5,5
2174,564,4,5,5
2175,567,3,4,3
2176,567,4,3,4
2177,567,3,3,3
2178,567,4,4,3
2179,567,3,4,3
2180,567,4,3,3
2181,567,4,4,3
2182,568,3,4,4
2183,568,3,3,3
2184,568,3,4,3
2185,568,4,3,2
2186,568,3,3,3
2187,568,4,4,3
2188,568,4,4,3
2189,568,3,4,3
2190,568,4,3,4
2191,568,3,4,4
2192,568,3,4,4
2193,568,4,3,3
2194,568,3,4,3
2195,569,4,4,4
2196,569,3,3,5
2197,569,5,4,4
2198,569,5,4,5
2199,569,4,5,4
2200,574,3,4,5
2201,574,5,4,5
2202,574,4,5,4
2203,574,4,4,5
2204,574,5,4,5
2205,574,4,5,4
2206,577,5,5,5
2207,577,4,5,4
2208,577,4,5,5
2209,577,5,5,4
2210,577,5,5,5
2211,577,4,5,4
2212,577,5,5,5
2213,577,4,4,5
2214,577,4,4,4
2215,577,4,4,5
2216,578,3,4,2
2217,578,4,3,3
2218,578,3,5,4
2219,578,3,5,4
2220,578,3,3,4
2221,587,3,3,3
2222,587,2,3,3
2223,587,2,3,3
2224,587,4,4,2
2225,587,4,2,3
2226,587,4,3,2
2227,587,4,3,3
2228,587,4,2,3
2229,587,3,4,4
2230,587,3,3,3
2231,587,2,3,2
2232,587,4,3,3
2233,587,3,4,3
2234,587,3,4,2
2235,587,2,3,3
2236,591,1,2,1
2237,591,3,4,2
2238,591,1,1,2
2239,591,2,2,3
2240,591,2,3,3
2241,591,2,1,2
2242,591,1,3,2
2243,591,3,3,2
2244,591,1,1,2
2245,591,1,2,2
2246,591,2,2,2
2247,591,3,2,2
2248,596,2,4,3
2249,596,2,4,4
2250,596,4,3,3
2251,596,4,4,4
2252,596,3,4,5
2253,596,3,3,3
2254,596,1,4,4
2255,596,3,4,3
2256,596,2,4,3
2257,596,4,5,3
2258,596,4,4,4
2259,596,3,4,3
2260,597,3,3,2
2261,597,3,1,1
2262,597,1,1,1
2263,597,2,1,2
2264,597,2,2,1
2265,597,2,3,2
2266,601,2,3,3
2267,601,4,5,4
2268,601,3,3,3
2269,601,3,4,4
2270,601,2,5,4
2271,603,2,3,2
2272,603,3,2,1
2273,603,1,2,1
2274,603,1,2,1
2275,603,4,2,2
2276,603,1,2,2
2277,603,2,3,2
2278,603,2,2,2
2279,603,2,3,2
2280,603,1,3,2
2281,603,2,3,3
2282,603,1,3,2
2283,604,4,4,3
2284,604,3,4,3
2285,604,3,3,4
2286,604,4,4,4
2287,604,3,5,3
2288,604,4,3,3
2289,604,4,4,3
2290,604,4,3,2
2291,604,2,4,3
2292,604,3,4,3
2293,604,4,4,3
2294,604,2,4,4
2295,604,3,4,4
2296,612,3,2,3
2297,612,3,4,3
2298,612,3,4,3
2299,612,3,2,4
2300,612,2,4,2
2301,612,2,3,2
2302,612,3,3,4
2303,612,2,4,3
2304,613,2,4,3
2305,613,3,4,3
2306,613,4,2,3
2307,613,3,4,3
2308,613,3,3,3
2309,613,3,4,3
2310,613,3,3,3
2311,613,2,3,2
2312,613,4,2,4
2313,613,3,3,4
2314,613,3,4,3
2315,613,3,3,3
2316,614,4,4,3
2317,614,5,4,5
2318,614,5,4,4
2319,614,4,4,4
2320,614,4,4,5
2321,614,4,5,4
2322,614,4,4,5
2323,614,5,5,4
2324,614,5,4,4
2325,614,3,3,5
2326,614,4,4,5
2327,614,4,4,5
2328,614,3,4,4
2329,614,4,4,5
2330,614,4,4,4
2331,615,3,3,3
2332,615,4,4,4
2333,615,3,2,3
2334,615,5,3,3
2335,615,3,4,4
2336,615,3,4,3
2337,618,3,4,3
2338,618,2,3,3
2339,618,3,3,3
2340,618,3,2,3
2341,618,3,3,2
2342,618,2,2,3
2343,618,3,3,2
2344,618,2,3,4
2345,618,3,2,3
2346,618,3,3,3
2347,618,2,4,2
2348,620,2,2,1
2349,620,1,2,2
2350,620,2,3,1
2351,620,1,2,2
2352,620,1,2,2
2353,620,3,1,2
2354,620,3,2,2
2355,623,3,4,2
2356,623,4,3,3
2357,623,2,3,3
2358,623,4,1,3
2359,623,3,4,3
2360,623,3,3,3
2361,623,4,4,3
2362,623,3,4,3
2363,623,3,2,3
2364,623,2,4,3
2365,623,3,3,2
2366,623,2,3,3
2367,624,4,5,5
2368,624,4,4,4
2369,624,4,5,4
2370,627,5,3,3
2371,627,3,3,4
2372,627,2,3,3
2373,627,3,4,3
2374,627,3,3,3
2375,627,3,3,3
2376,627,4,3,3
2377,628,2,3,3
2378,628,3,2,3
2379,628,2,3,2
2380,628,2,1,3
2381,628,3,2,3
2382,628,3,3,4
2383,628,3,4,2
2384,628,2,3,3
2385,628,2,2,3
2386,628,3,3,3
2387,637,3,4,3
2388,637,4,3,4
2389,637,3,3,4
2390,637,2,3,3
2391,637,5,4,4
2392,637,3,3,3
2393,637,5,4,4
2394,637,4,4,3
2395,637,3,3,3
2396,637,3,4,5
2397,637,3,3,4
2398,637,4,3,4
2399,637,4,4,3
2400,639,3,4,3
2401,639,3,3,3
2402,639,4,3,3
2403,639,5,4,2
2404,639,2,3,3
2405,639,3,3,4
2406,639,3,4,4
2407,639,3,4,3
2408,639,2,3,3
2409,639,3,4,4
2410,639,5,3,2
2411,639,3,3,3
2412,639,3,3,3
2413,641,4,5,3
2414,641,4,4,4
2415,641,5,4,4
2416,641,4,5,4
2417,641,4,5,5
2418,641,3,5,5
2419,641,3,5,5
2420,647,3,4,3
2421,647,3,5,3
2422,647,3,3,3
2423,647,2,2,3
2424,647,3,4,3
2425,647,4,2,3
2426,647,3,3,3
2427,647,2,3,2
2428,647,3,3,2
2429,647,3,2,2
2430,647,3,3,3
2431,647,2,2,3
2432,647,2,4,4
2433,647,4,3,3
2434,654,4,4,3
2435,654,3,5,4
2436,654,3,4,4
2437,654,3,4,4
2438,654,4,3,4
2439,655,3,3,4
2440,655,4,3,4
2441,655,3,4,5
2442,656,4,5,4
2443,656,2,3,3
2444,656,3,4,3
2445,656,3,4,4
2446,656,4,4,4
2447,656,3,4,4
2448,656,4,4,3
2449,656,4,4,3
2450,656,3,5,3
2451,656,5,4,3
2452,656,4,4,3
2453,656,5,4,4
2454,656,5,3,4
2455,656,4,4,4
2456,662,4,5,4
2457,662,3,4,4
2458,662,4,5,3
2459,662,4,4,4
2460,662,4,4,4
2461,662,3,4,3
2462,662,3,4,4
2463,662,4,4,4
2464,662,4,4,4
2465,662,4,5,4
2466,662,5,4,4
2467,662,4,3,4
2468,662,5,5,5
2469,663,3,2,1
2470,663,1,1,2
2471,663,2,1,1
2472,663,1,2,2
2473,663,2,2,2
2474,663,2,1,2
2475,663,3,2,2
2476,663,2,1,2
2477,663,2,1,3
2478,663,3,2,2
2479,663,2,2,1
2480,663,2,2,3
2481,665,2,2,2
2482,665,3,3,2
2483,665,2,3,3
2484,665,3,2,1
2485,665,1,2,1
2486,665,2,2,2
2487,665,3,3,1
2488,666,4,4,5
2489,666,4,5,4
2490,666,4,4,5
2491,670,3,3,3
2492,670,3,4,4
2493,670,3,2,4
2494,673,2,4,2
2495,673,2,3,3
2496,673,3,2,4
2497,673,3,3,4
2498,673,2,3,4
2499,673,4,3,4
2500,673,4,3,4
2501,673,4,3,3
2502,673,3,4,3
2503,673,2,3,3
2504,673,3,3,3
2505,673,4,3,3
2506,673,3,3,3
2507,676,5,5,5
2508,676,4,5,4
2509,676,5,5,4
2510,676,5,4,5
2511,676,5,5,5
2512,676,5,5,4
2513,676,4,5,5
2514,676,4,4,4
2515,676,4,5,5
2516,676,5,5,4
2517,676,4,4,5
2518,676,5,5,4
2519,677,2,2,2
2520,677,2,2,3
2521,677,3,3,2
2522,677,2,2,3
2523,677,3,3,3
2524,677,2,3,3
2525,677,2,3,2
2526,678,5,5,4
2527,678,3,5,4
2528,678,5,4,4
2529,681,5,4,5
2530,681,4,4,5
2531,681,5,4,4
2532,681,5,4,4
2533,681,4,4,5
2534,684,3,4,4
2535,684,2,4,3
2536,684,3,4,3
2537,684,3,3,4
2538,684,3,3,3
2539,685,5,5,4
2540,685,5,5,4
2541,685,5,5,5
2542,685,5,5,5
2543,685,3,5,4
2544,685,5,5,4
2545,685,4,5,5
2546,685,5,5,5
2547,686,4,4,5
2548,686,3,5,4
2549,686,5,4,5
2550,686,4,4,5
2551,686,4,3,5
2552,686,3,5,4
2553,686,4,4,3
2554,686,5,5,4
2555,689,4,3,3
2556,689,4,4,4
2557,689,4,3,4
2558,689,3,3,3
2559,689,5,4,4
2560,689,2,4,4
2561,689,3,2,4
2562,689,4,4,3
2563,689,5,3,3
2564,689,3,4,3
2565,689,4,4,4
2566,689,3,4,4
2567,689,4,4,4
2568,692,3,4,5
2569,692,4,5,5
2570,692,4,5,5
2571,692,5,5,4
2572,693,3,4,2
2573,693,1,2,2
2574,693,2,3,3
2575,693,2,2,3
2576,693,3,3,3
2577,693,3,2,3
2578,693,3,4,4
2579,693,3,4,3
2580,693,1,1,3
2581,693,2,4,2
2582,693,3,3,4
2583,694,2,4,2
2584,694,4,3,3
2585,694,2,3,3
2586,694,2,3,3
2587,694,3,2,3
2588,694,3,3,3
2589,694,2,2,2
2590,694,4,2,2
2591,694,4,2,3
2592,694,3,2,2
2593,694,2,3,3
2594,694,1,2,3
2595,694,1,1,3
2596,696,4,4,4
2597,696,4,5,4
2598,696,4,5,4
2599,696,5,5,4
2600,696,4,5,5
2601,696,5,5,5
2602,696,4,5,4
2603,696,3,4,5
2604,696,4,5,5
2605,696,4,5,5
2606,696,4,5,5
2607,697,5,5,4
2608,697,5,5,4
2609,697,5,5,5
2610,697,5,5,5
2611,697,5,5,5
2612,697,5,4,4
2613,697,4,5,5
2614,697,4,5,5
2615,697,5,5,5
2616,697,5,5,5
2617,697,5,5,5
2618,703,4,4,4
2619,703,4,4,4
2620,703,4,4,4
2621,703,4,4,5
2622,703,4,3,4
2623,703,4,5,4
2624,703,4,4,5
2625,703,5,4,4
